,songName,artistName,lyrics,Verbs,Nouns,Adverbs,Corpus,Word Counts,Unique Word Counts
17,"Carolina, I'm Coming Back to You (Victor 18497) [Recorded 1918]","['Henry Burr', 'The Peerless Quartet']","Home is where my heart is still beatin'
I don't know when I'll see her again
I hate to see her cry when I'm leavin'
Now I'm a thousand miles away again
And she feels like Carolina, looks like California
Shining like those New York lights on Broadway
When she looks back I'm behind her
I'll always be there for her
She makes me feel like home's not so far away
She feels like Carolina
It's hard to understand the way I'm living
And I know you think I'm never coming home
But I miss your pretty smile, and I'm coming back in a little while
But I'm a thousand miles away again
And she feels like Carolina, looks like California
Shining like those New York lights on Broadway
When she looks back I'm behind her
I'll always be there for her
She makes me feel like home's not so far away
No matter how far I go, you know I can't stop thinking about her
And there's nothing like the way I feel, the way I feel when I'm beside her
Oh, oh, oh, oh
Oh, oh, oh, oh
She feels like Carolina, looks like California
Shiny like those New York lights on Broadway
When she looks back I'm behind her
I'll always be there for her
She makes me feel like home's not so far away
Carolina, California
Like home's not so far away
She feels like Carolina, looks like California
She makes me feel like home's not so far away
She makes me feel like home's not so far away",beatin know will see hate see feel look shine look will make feel feel understand live know think come miss come feel look shine look will make feel go know can stop think feel feel feel look look will make feel feel look make feel make feel,home heart cry mile light home way smile while mile light home way way light home home home home,where still when again when now away again when always there so far away never home back away again when always there so far away no matter how far when when always there so far away so far away so far away so far away,home heart beatin know hate cry leavin thousand mile away feel like Carolina look like California shine like New York light Broadway look make feel like home far away feel like Carolina hard understand way live know think come home miss pretty smile come little thousand mile away feel like Carolina look like California shine like New York light Broadway look make feel like home far away matter far know stop think like way feel way feel oh oh oh oh oh oh oh oh feel like Carolina look like California shiny like New York light Broadway look make feel like home far away Carolina California like home far away feel like Carolina look like California make feel like home far away make feel like home far away,263,92
18,"I May Be Gone For A Long, Long Time",['The Peerless Quartet'],"Goodbye dear,
I'm leaving you today,
Don't cry dear,
Just dry those tears away.
Duty calls and I must obey,
But I'll always hope and pray.
While I'm sailing far across the sea,
Will you always think of me?

I may be gone for a long long time,
Long long time,
Long long time,
But when I go
You will know
That I'll always pine
For the day when you'll be mine.
Be true to me for a long long time,
Rain or shine,
Sweetheart mine,
And I'll be just as true to you
As to the red white and blue,
Though I'm gone for a long long time.

One day dear,
When I come back to you,
We will build
A little home for two.
Then we'll settle down, dear, for life,
Far away from care and strife.
Cheer up dear, and when I'm far away,
Don't forget to write each day.

I may be gone for a long long time,
Long long time,
Long long time.
But when I go
You will know
That I'll always pine
For the day when you'll be mine.
Be true to me for a long long time,
Rain or shine,
Sweetheart mine,
And I'll be just as true to you
As to the red white and blue,
Though I'm gone for a long long time.

I'm gone for a long long time,
Rain or shine,
Sweetheart mine,
And I'll be just as true to you
As to the red white and blue,
Though I'm gone for a long long time.",leave cry dry must obey will hope pray sail Will think may go go will know will pine will will go come will build will settle forget write may go go will know will pine will will go go will go,goodbye dear today tear duty call sea time time time day time rain shine mine time day dear home life care strife day time time time day time rain shine mine time time rain shine mine time,just away always far always when always when just as when back then down far away when far away when always when just as just as,goodbye dear leave today cry dear dry tear away duty call obey hope pray sail far sea think go long long time long long time long long time know pine day true long long time rain shine Sweetheart true red white blue go long long time day dear come build little home settle dear life far away care strife Cheer dear far away forget write day go long long time long long time long long time know pine day true long long time rain shine Sweetheart true red white blue go long long time go long long time rain shine Sweetheart true red white blue go long long time ,258,99
19,'N Everything (1917),['Al Jolson'],"I'm as nutty as a squirrel
Cause I got myself a girl
Who's got me dreaming
And scheming all the day long
I want to say she's got um

I could never get a thrill
Out of any girl until
I met this girl for whom I sigh
And it is why

She's got a pair of eyes that speak of love and everything
She's got a - I just can't explain it
She's just my size and everything

She's got some pretty curving lines
A little nose that never sighs
My little cutie
Oh she's a beauty
And for her my poor heart pines

And when we walk along the streets of Marseilles
Pretty baby and everything
And for her hand I've got a wedding band and everything
And if she'll be my, my little wife
We're gonna lead that simple life
And we'll raise a lot of cows and chickens and everything

She's gotta, she's gotta pair of eyes that speak of love and everything

She's gotta - I can't explain it
Oh she's just my size and everything
She's got the curving lines
A little nose that never dies
My little cutie, she is a beauty
And my poor heart pines

And when we walk along the street
She shakes her head and everything
And look, look at her little finger
She's got a ring I've given her and everything

And if she'll be my, my little wife
We're gonna lead the simple life
And we'll raise a lot of cows and chickens and stuff
And everything",get get dream scheme want say get could meet sigh get speak get can explain get curve sigh walk get will go lead will raise get get pair speak get can explain get curve die walk shake look look get give will go lead will raise,squirrel cause girl day thrill girl girl pair eye love size line nose cutie beauty heart pine street baby hand wedding band wife life lot cow chicken eye love size line nose cutie beauty heart pine street head finger ring wife life lot cow chicken stuff,as long never why just just pretty never when just never when,nutty squirrel cause get girl get dream scheme day long want get um thrill girl meet girl sigh get pair eye speak love get explain size get pretty curve line little nose sigh little cutie oh beauty poor heart pine walk street Marseilles pretty baby hand get wedding band little wife go to lead simple life raise lot cow chicken get to get to pair eye speak love get to explain oh size get curve line little nose die little cutie beauty poor heart pine walk street shake head look look little finger get ring give little wife go to lead simple life raise lot cow chicken stuff ,260,113
20,In the Land O' Yamo Yamo,['Van & Schenck'],"There's a place that you never can trace in Geography, 
come on with me, come on and see, 
if you haven't been there I'm sure you'll declare 
that you ought to be it's so much like old Napoli.

Wine and song are flowing along like a melody, 
in Napoli, come on with me, 
the girls are fair and everything there is in harmony
It's the one place on Earth to be.

In the land o' Yamo, Yamo, Funiculi, Funiculi, Funicula
Lights are blinking, while you're drinking, 
it's the place where the goodfellows are, 
Good bye to all your sorrows, you never hear them talk about war, 
in the land of Yamo, Yamo, Funiculi, Funiculi, Funicula.",can trace come come see will declare ought flow come blink drink hear talk,place Napoli wine song melody girl harmony place land place goodfellow sorrow war land,never there so along where never,place trace Geography come come sure declare ought like old Napoli wine song flow like melody Napoli come girl fair harmony place Earth land o Yamo Yamo Funiculi Funiculi Funicula Lights blink drink place goodfellow good bye sorrow hear talk war land Yamo Yamo Funiculi Funiculi Funicula ,115,76
21,Whispering Hope,['Olive Kline'],"Soft as the voice of an angel
Breathing a lesson unheard
Hope with a gentle persuasion
Whispers her comforting word
Wait 'til the darkness is over
Wait 'til the tempest is done
Hope for the sunshine tomorrow
After the darkness is gone
Whispering hope (whispering hope, whispering hope)
Oh, how welcome Thy voice (welcome Thy voice, oh, how welcome Thy voice)
Making my heart (making my heart, making my heart)
In its sorrow rejoice (in its sorrow rejoice)
If in the dusk of the twilight
Dim be the region afar
Will not the deepening darkness
Brighten the glimmering star
Then when the night is upon us (ooh)
Why should the heart sink away?
When the dark midnight is over
Watch for the breaking of day
Whispering hope (whispering hope, whispering hope)
Oh, how welcome Thy voice (welcome Thy voice, oh, how welcome Thy voice)
Making my heart (making my heart, making my heart)
In its sorrow rejoice (in its sorrow rejoice)",breathe whisper wait wait do go whisper whisper whisper welcome make make make Will deepen brighten glimmer should sink whisper whisper whisper welcome make make make,voice angel lesson persuasion word darkness sunshine tomorrow darkness hope hope hope voice voice voice heart heart heart sorrow rejoice sorrow rejoice dusk twilight region darkness star night heart midnight breaking day hope hope hope voice voice voice heart heart heart sorrow rejoice sorrow rejoice,' how how afar then when why away when how how,soft voice angel breathe lesson unheard Hope gentle persuasion whisper comforting word wait til darkness wait til temp Hope sunshine tomorrow darkness go whisper hope whisper hope whisper hope oh welcome Thy voice welcome Thy voice oh welcome Thy voice make heart make heart make heart sorrow rejoice sorrow rejoice dusk twilight Dim region afar deepen darkness brighten glimmer star night ooh heart sink away dark midnight Watch breaking day whisper hope whisper hope whisper hope oh welcome Thy voice welcome Thy voice oh welcome Thy voice make heart make heart make heart sorrow rejoice sorrow rejoice ,161,88
22,Are You Lonesome Tonight?,['Henry Burr'],"Are you lonesome tonight,
Do you miss me tonight?
Are you sorry we drifted apart?
Does your memory stray to a brighter sunny day
When I kissed you and called you sweetheart?
Do the chairs in your parlor seem empty and bare?
Do you gaze at your doorstep and picture me there?
Is your heart filled with pain, shall I come back again?
Tell me dear, are you lonesome tonight?
I wonder if you're lonesome tonight
You know someone said that the world's a stage
And each must play a part.
Fate had me playing in love you as my sweet heart.
Act one was when we met, I loved you at first glance
You read your line so cleverly and never missed a cue
Then came act two, you seemed to change and you acted strange
And why I'll never know.
Honey, you lied when you said you loved me
And I had no cause to doubt you.
But I'd rather go on hearing your lies
Than go on living without you.
Now the stage is bare and I'm standing there
With emptiness all around
And if you won't come back to me
Then make them bring the curtain down.
Is your heart filled with pain, shall I come back again?
Tell me dear, are you lonesome tonight?",miss drift stray kiss call sweetheart seem gaze picture fill shall come tell wonder know say must play play meet love read miss come seem change act will know lie say love doubt 'd go hear go live stand will come make bring fill shall come tell,tonight tonight memory day chair parlor doorstep heart pain tonight tonight world stage part love heart glance line cue act cause lie stage emptiness curtain heart pain tonight,apart when there back again when so cleverly never then why never when rather now there all back then back again,lonesome tonight miss tonight sorry drift apart memory stray bright sunny day kiss call sweetheart chair parlor bare gaze doorstep picture heart fill pain shall come tell dear lonesome tonight wonder lonesome tonight know say world stage play Fate play love sweet heart Act meet love glance read line cleverly miss cue come act change act strange know Honey lie say love cause doubt hear lie live stage bare stand emptiness will come bring curtain heart fill pain shall come tell dear lonesome tonight ,219,133
23,It's A Long Way To Tipperary,['John McCormack'],"Up to mighty London came
An Irish man one day
All the streets were paved with gold
So everyone was gay!
Singing songs of Piccadilly
Strand, and Leicester Square
'Til Paddy got excited and
He shouted to them there:
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square!
It's a long long way to Tipperary
But my heart's right there.
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square!
It's a long long way to Tipperary
But my heart's right there.
Paddy wrote a letter
To his Irish Molly O'
Saying, ""Should you not receive it
Write and let me know!
If I make mistakes in ""spelling""
Molly dear"", said he
""Remember it's the pen, that's bad
Don't lay the blame on me"".
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square
It's a long long way to Tipperary
But my heart's right there.
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square
It's a long long way to Tipperary
But my heart's right there.",come pave singe get shout go know go know write say Should receive write let know make say remember lay go know go know,man day street gold song way way way girl way heart way way way girl way heart letter mistake spelling pen blame way way way girl way heart way way way girl way heart,so there piccadilly right there piccadilly right there molly piccadilly right there piccadilly right there,mighty London come irish man day street pave gold gay singe song Piccadilly Strand Leicester Square Til Paddy get excited shout long way Tipperary long way long way Tipperary sweet girl know goodbye piccadilly Farewell Leicester Square long long way Tipperary heart right long way Tipperary long way long way Tipperary sweet girl know goodbye piccadilly Farewell Leicester Square long long way Tipperary heart right Paddy write letter Irish Molly O say receive write let know mistake spelling molly dear say remember pen bad lay blame long way Tipperary long way long way Tipperary sweet girl know goodbye piccadilly Farewell Leicester Square long long way Tipperary heart right long way Tipperary long way long way Tipperary sweet girl know goodbye piccadilly Farewell Leicester Square long long way Tipperary heart right ,245,88
24,"If He Can Fight Like He Can Love, Good Night Germany",['Most Happy Fellows'],"VERSE 1
Little MaryÕs beau, said ÒIÕve got to go,
I must fight for Uncle SamÓ
Standing in the crowd
Mary called aloud ÒFare thee well my lovinÕ manÓ
All the girls said ÒAinÕt he nice and tall,Ó
Mary answered Òyes, and thatÕs not all.Ó

CHORUS 1
ÒIf he can fight like he can love,
Oh, what a soldier boy heÕll be!
If heÕs just half as good in a trench
As he was in the park on a bench.
Then evÕry Hun, had better run
And find a great big linden tree,
I know heÕll be a Hero Óover thereÓ
ÔCause heÕs a bear in any Morris chair
And if he fights like he can love
Why, then itÕs good night Germany!Ó
ÒIf he can y!Ó

VERSE 2
EvÕry single day, all the papers say,
MaryÕs beau is oh, so brave
With his little gun, chasing evÕry Hun
He has taught them to behave\
Little Mary proudly shakes her head,
And says ÒDo you remember when I said?Ó

CHORUS 2
ÒIf he can fight like he can love,
Oh, what a soldier boy heÕll be!
If heÕs just half as good in a trench
As he was in the park on a bench.
Then evÕry Hun, had better run
And find a great big linden tree,
I never saw him in a real good scrap
But youÕre goner when youÕre in his lap
And if he fights like he can love
Why, then itÕs good night Germany!Ó
ÒIf he can y!Ó",say get go must fight stand call say ÒAinÕt answer can fight can love run find know fight can love can say chase teach shake say remember said?ó can fight can love run find see fight can love can,verse maryõ beau crowd aloud girl òye ÒIf soldier boy trench park bench linden tree hero bear chair night ÒIf verse day paper beau gun head ÒDo ÒIf soldier boy trench park bench linden tree scrap goner lap night ÒIf,thatõs just half as then why then so proudly when just half as then never when why then,verse 1 little mary beau say I ve get fight Uncle Sam stand crowd Mary call aloud Fare thee lovin man girl say Ain t nice tall Mary answer ye that s CHORUS 1 If fight like love oh soldier boy he ll he s half good trench park bench ev ry Hun well run find great big linden tree know he ll hero over there Cause he s bear Morris chair fight like love it s good night Germany If y verse 2 Ev ry single day paper Mary s beau oh brave little gun chase ev ry Hun teach behave Little Mary proudly shake head say Do remember said CHORUS 2 If fight like love oh soldier boy he ll he s half good trench park bench ev ry Hun well run find great big linden tree see real good scrap you re goner you re lap fight like love it s good night Germany If y ,252,138
25,Love's Garden of Roses (Recorded 1918),['John McCormack'],"(Chorus) The sun and the rain fell from up above 
And landed on the earth below
In my garden of love

Now thereÕs a rose for the way my spirits rose when we met
A forget-me-not to remind me to remember not to forget
A pine tree for the way I pined over you
And an ash for the day I ashed you to be true

(Chorus) And the sunð.

Now thereÕs a palm tree that we planted when we had our first date
A turnip for the way you always used to turnip late
Your mother and your cousin, Chris, they often used to come
So, in their honour, I have raised a nice chris-anÕ-the-mum

(Chorus) And the sunð.

Now thereÕs a beetroot for the day you said that youÕd beetroot to me
A sweet pea for the sweet way you always smiled at me
But you had friends who needed you 
There was Ferdy, there was Liza
So, just for them, I put down a load of ferdy-liza

(Chorus) And the sunð.

But Gus the gardenerÕs left now and you went with him, too
The fungus there reminds me of the fun Gus is having with you
Now the rockeryÕs a mockery, with weeds itÕs overgrown
The fuchsiaÕs gone, I couldnÕt face the fuchsia all alone

And my tears fell like raindrops from the sky above
And poisoned all the flowers in my garden of love",fall land rise meet remind remember forget pine ash plant use turnip use come raise say smile need put leave go remind have go face fall poison,sun rain earth garden love rose way spirit forget pine tree way ash day palm tree date turnip way mother cousin honour mum beetroot day youõd pea way friend load sunð gardenerõs fungus fun rockeryõs mockery weed overgrown fuchsiaõs tear raindrop sky flower garden love,up now when now when always late often so now always so just now too there now itõs all alone, Chorus sun rain fall land earth garden love there s rose way spirit rise meet forget remind remember forget pine tree way pine ash day ash true Chorus sun there s palm tree plant date turnip way turnip late mother cousin Chris come honour raise nice chris an mum Chorus sun there s beetroot day say you d beetroot sweet pea sweet way smile friend need ferdy Liza load ferdy liza Chorus sun Gus gardener s leave go fungus remind fun Gus have rockery s mockery weed it s overgrown fuchsia s go couldn t face fuchsia tear fall like raindrop sky poison flower garden love,238,131
26,They Were All Out of Step But Jim,['Chiefs of Staff'],"[Verse 1]
Jimmy's mother went to see her son
Marching along on parade
In his uniform and with his gun
What a lovely picture he made
She came home that evening
Filled up with delight
And to all the neighbors
She would yell with all her might

[Chorus]
""Did you see my little Jimmy marching
With the soldiers up the avenue?
There was Jimmy just as stiff as starch
Just like his father on the seventeenth o' March
Did you notice all the lovely ladies
Casting their eyes at him?
Away he went
To live in a tent
Over in France with his regiment
Were you there, and tell me, did you notice?
They were all out of step but Jim""

[Verse 2]
That night little Jimmy's father stood
Buying the drinks for the crowd
You could tell that he was feeling good
He was talking terribly loud
Twenty times he treated
My, but he was dry
When his glass was empty
He would treat again and cry

[Chorus]
""Did you see me little Jimmy marching
With the soldiers up the avenue?
There was Jimmy just as stiff as starch
Like his father on the seventeenth o' March
Did you notice all the lovely ladies
A-casting their eyes at him?
Sure it made me glad
To gaze at the lad
And Lord help the Kaiser if he's like his dad
Were you there, oh you were, well did you notice?
They were all out of step but Jim""",go see march make come fill would yell see march notice cast go live tell notice stand buy could tell feel talk treat would treat cry see march notice cast make gaze help notice,verse mother son parade uniform gun picture evening delight neighbor might soldier avenue starch father o lady eye tent over regiment step verse night father drink crowd time glass soldier avenue starch father o lady a eye lad dad step,along home just as just away there all terribly when again just as there all, verse 1 Jimmy mother go son march parade uniform gun lovely picture come home evening fill delight neighbor yell Chorus little Jimmy march soldier avenue Jimmy stiff starch like father seventeenth o March notice lovely lady cast eye away go live tent France regiment tell notice step Jim verse 2 night little Jimmy father stand buy drink crowd tell feel good talk terribly loud time treat dry glass treat cry Chorus little Jimmy march soldier avenue Jimmy stiff starch like father seventeenth o March notice lovely lady cast eye sure glad gaze lad Lord help Kaiser like dad oh notice step Jim ,248,135
27,The Daughter Of Rosie O'Grady,['Ian Whitcomb'],"Just down around the corner
of the street where I reside,
There lives the cutest little girl
that I have ever spied;
Her name is Rose O'Grady and,
I don't mind telling you,
That she's the sweetest little Rose
the garden ever grew.

Sweet Rosie O'Grady,
My dear little Rose,
She's my steady lady,
Most ev'ryone knows.
And, when we are married,
How happy we'll be;
I love sweet Rosie O'Grady,
And Rosie O'Grady loves me.

I never shall forget the day
she promised to be mine,
As we sat telling love tales
in the golden summer time.
'Twas on her finger that I placed
a small engagement ring,
While in the trees, the little birds
this song they seemed to sing!

Sweet Rosie O'Grady,
My dear little Rose,
She's my steady lady,
Most ev'ryone knows.
And, when we are married,
How happy we'll be;
I love sweet Rosie O'Grady,
And Rosie O'Grady loves me.",reside live spy mind tell grow know will love love shall forget promise sit tell tale place seem sing know will love love,corner street girl name garden rose lady day mine love summer time finger engagement ring tree bird song rose lady,just where ever ever most when how never most when how,corner street reside live cut little girl spy Rose O Grady mind tell sweet little Rose garden grow Sweet Rosie O Grady dear little rose steady lady ev ryone know married happy love sweet Rosie O Grady Rosie O Grady love shall forget day promise sit tell love tale golden summer time Twas finger place small engagement ring tree little bird song sing Sweet Rosie O Grady dear little rose steady lady ev ryone know married happy love sweet Rosie O Grady Rosie O Grady love ,155,94
28,My Buddy,['Henry Burr'],"Nights are long since you went away,
I think about you all through the day,
My buddy, my buddy, no buddy quite so true.
Miss your voice, the touch of your hand,
Just long to know that you understand,
My buddy, my buddy, your buddy misses you
Miss your voice, the touch of your hand,
Just long to know that you understand,
My buddy, my buddy, your buddy misses you",go think miss know understand miss know understand miss,night day buddy buddy buddy voice touch hand buddy buddy buddy voice touch hand buddy buddy buddy,away all quite so just long just long,night long go away think day buddy buddy buddy true miss voice touch hand long know understand buddy buddy buddy miss Miss voice touch hand long know understand buddy buddy buddy miss,70,34
29,Hindustan,"[""Joseph C. Smith's Orchestra""]","Camel trappings jingle, harp strings tingle
With a sweet voice mingle, underneath the stars
Singing, memories are bringing
Temple bells are ringing, calling me afar


Hindustan, my Hindustan, where we stopped to rest our tired caravan
Hindustan, my Hindustan, where the painted peacock proudly spreads his fan
Hindustan, my Hindustan, where the purple sunbird flashed across the sand
Hindustan, my Hindustan, where I met her and the world began


Shades of night are falling, nightingales are calling
Every heart enthralling, underneath the stars
Sighing, like the night wind dying
Soft my heart is crying for my love afar


Hindustan, my Hindustan, where we stopped to rest our tired caravan
Hindustan, my Hindustan, where the painted peacock proudly spreads his fan
Hindustan, my Hindustan, where the purple sunbird flashed across the sand
Hindustan, my Hindustan, where I met her and the world began",tingle bring ring call stop rest paint spread flash meet begin fall call enthral die cry stop rest paint spread flash meet begin,trapping jingle harp string voice mingle star singing memory bell caravan peacock fan sunbird sand world night nightingale heart star sighing night wind heart love caravan peacock fan sunbird sand world,afar where where proudly where where afar where where proudly where where,camel trapping jingle harp string tingle sweet voice mingle underneath star singing memory bring Temple bell ring call afar Hindustan Hindustan stop rest tired caravan Hindustan Hindustan paint peacock proudly spread fan Hindustan Hindustan purple sunbird flash sand Hindustan Hindustan meet world begin Shades night fall nightingale call heart enthral underneath star sighing like night wind die Soft heart cry love afar Hindustan Hindustan stop rest tired caravan Hindustan Hindustan paint peacock proudly spread fan Hindustan Hindustan purple sunbird flash sand Hindustan Hindustan meet world begin,142,68
30,God Be With Our Boys To-Night,"['Jon English, Rob Carriker, Marlborough Singers & Marlborough Chamber Players']","Brave eyes that looked so tenderly,
Where are you now today?
Sad was our heart at break of dawn,
After you went away.
Loud sang the lark oÕer fields of gold,
High in the heavens above;
Winter alone within our hearts,
Calling for you we love.

Chorus:
O waiting heart, I dare not tell
How dark and long the lane!
Only I pray that God will bring
Our dear ones back again
Safe to a home of peace and light
Across the furthest sea;
May God be with our boys tonight,
Wherever they may be.

Brave ones who answered your countryÕs call,
How could we let you go
Out of the sunshine of our souls,
Save that we love you so?
There is a place within our hearts
No one on earth may fill;
Someday at last youÕll come back to us,
Watching and longing still!",look go sing call love wait dare tell pray will bring May may answer could let go save love may fill come,eye today heart break dawn lark field gold heaven winter heart chorus o heart lane one home peace light sea boy tonight one countryõs call sunshine soul place heart one earth youõll watching longing,so tenderly where now away above alone how only back again wherever how so someday back still,brave eye look tenderly today Sad heart break dawn go away Loud sing lark o er field gold high heaven winter heart call love chorus o wait heart dare tell dark long lane pray God bring dear one safe home peace light furth sea God boy tonight brave one answer country s let sunshine soul save love place heart earth fill someday you ll come watching longing ,146,113
31,Everybody's Crazy 'Bout The Doggone Blues,['Mark Murphy'],"Lyrics:

1. Blues ainÕt nothinÕ but the
Easy goinÕ heart disease
Brother stop your moaninÕ
Blues canÕt make you warmer
If youÕre bound to freeze
Sister stop your groaninÕ
Why donÕt you rise and shine
Take dem blues right off your mind
ÔCause the blues ainÕt nothinÕ
But the easy goinÕ heart disease
ThatÕs all! Lawd!

Chorus:
EverybodyÕs crazy Õbout the doggone blues
But IÕm happy, (whew) yes happy, (whew)
EverybodyÕs crazy, but if I must choose
No doggone blues for mine
I gets aplenty to eat, I never worry
Shoes on my feet, donÕt have to hurry
IÕm not afraid, my rent is paid
And I can sleep at ninety-four in the shade
EverybodyÕs singing lotta bad old news
But IÕm happy, (whew) yes happy, (whew)
LifeÕs too doggone short to weep and whine
Dem home sickness blues, Lawd! take Õem away
Every bodyÕs crazy Õbout the doggone blues
But IÕm happy all of the time, (whew)

2. You all know how Mister Jonah
Got into that whale
Fell into the ocean
ThereÕs one man that should have
Sung the blues but failed
Never had the notion
Old Jonah knew dem whales
ÔStead of blues he ragged the scales
Then the whale got gay and let
Old Jonah slip right out of jail
No lie! Lawd!",ainÕt stop make bind freeze stop rise shine take ôcause ainÕt IÕm must choose get eat worry hurry pay can sleep singe IÕm doggone weep whine take know get fall should fail know rag get let slip,lyric blue heart disease brother blue canÕt youõre groaninõ blue mind blue heart disease chorus doggone blue blue mine shoe foot IÕm rent shade lotta news home sickness blue bodyõs doggone blue IÕm time ocean man blue notion whale ôstead blue scale whale gay jail lie,why right thatõs never too away how never then right,lyric 1 blue ain t nothin Easy goin heart disease brother stop moanin blue can t warm you re bind freeze Sister stop groanin don t rise shine dem blue right mind cause blue ain t nothin easy goin heart disease that s lawd chorus Everybody s crazy bout doggone blue I m happy whew yes happy whew Everybody s crazy choose doggone blue get aplenty eat worry shoe foot don t hurry I m afraid rent pay sleep ninety shade Everybody s singe lotta bad old news I m happy whew yes happy whew Life s doggone short weep whine dem home sickness blue Lawd em away body s crazy bout doggone blue I m happy time whew 2 know Mister Jonah get whale fall ocean There s man Sung blue fail notion Old Jonah know dem whale stead blue rag scale whale get gay let Old Jonah slip right jail lie Lawd ,217,142
32,Where the Morning Glories Grow,['Dear Nora'],"I remember, I remember
The place where I was born
Where the morning glories twine
Around the door at early morn

I've forgotten, I've forgotten
How long I've been away
But I'd like to wander back again
Down the lane to yesterday

I want to wake up in the morning
Where the morning glories grow
Where the sun comes peeping in
Where I'm sleeping and the songbirds say, ""Hello""

I long to wander in the wild wood
Where the rippling waters flow
And go drifting back to childhood
Where the morning glories grow

I remember, I remember
The schoolhouse on the hill
And I wonder if the tiny folks
Are climbing up there still

I can picture, I can picture
The dear old swimming pool
And the happy days that I spent there
When I should have been in school

I want to wake up in the morning
Where the morning glories grow
Where the sun comes peeping in
Where I'm sleeping and the songbirds say, ""Hello""

I long to wander in the wild wood
Where the rippling waters flow
And go drifting back to childhood
Where the morning glories grow",remember remember bear glory morn forget forget 'd like wander want wake grow come peep sleep say wander go drift grow remember remember wonder climb can picture can picture spend should want wake grow come peep sleep say wander go drift grow,place morning twine door lane yesterday morning morning glory sun songbird wood rippling water flow childhood morning glory schoolhouse hill folk swimming pool day school morning morning glory sun songbird wood rippling water flow childhood morning glory,where where how long away back again where where where long where back where there still there when where where where long where back where,remember remember place bear morning glory twine door early morn forget forget long away like wander lane yesterday want wake morning morning glory grow sun come peep sleep songbird hello long wander wild wood rippling water flow drift childhood morning glory grow remember remember schoolhouse hill wonder tiny folk climb picture picture dear old swimming pool happy day spend school want wake morning morning glory grow sun come peep sleep songbird hello long wander wild wood rippling water flow drift childhood morning glory grow,191,84
33,The Old Grey Mare,['Albert White And His Gaslight Orchestra'],"Oh the old grey mare
She ain't what she used to be
Ain't what she used to be
Ain't what she used to be
The old grey mare
She ain't what she used to be
Many long years ago
Many long years ago
Many long years ago
Oh the old grey mare
She ain't what she used to be
Many long years ago

Oh the old grey mare
She ain't what she used to be
Ain't what she used to be
Ain't what she used to be
The old grey mare
She ain't what she used to be
Many long years ago
Many long years ago
Many long years ago
Oh the old grey mare
She ain't what she used to be
Many long years ago",be use be use be use be use be use be use be use be use be use be use,grey grey year year year grey year grey grey year year year grey year,ago ago ago ago ago ago ago ago,oh old grey mare be be be old grey mare be long year ago long year ago long year ago oh old grey mare be long year ago oh old grey mare be be be old grey mare be long year ago long year ago long year ago oh old grey mare be long year ago,126,18
34,Roses Of Picardy,['Alfie Boe'],"She is watching by the poplars
Colinette with the sea-blue eyes
She is watching and longing, and waiting
Where the long white roadway lies
And a song stirs in the silence
As the wind in the boughs above
She listens and starts and trembles
'Tis the first little song of love

Roses are shining in Picardy
In the hush of the silver dew
Roses are flowering in Picardy
But there's never a rose like you!
And the roses will die with the summertime
And our roads may be far apart
But there's one rose that dies not in Picardy
'Tis the rose that I keep in my heart

And the years fly on forever
Till the shadows veil their skies
But he loves to hold her little hands
And look into her sea-blue eyes
And she sees the road by the poplars
Where they met in the bygone years
For the first little song of the roses
Is the last little song she hears:

Roses are shining in Picardy
In the hush of the silver dew
Roses are flowering in Picardy
But there's never a rose like you!
And the roses will die with the summertime
And our roads may be far apart
But there's one rose that dies not in Picardy
'Tis the rose that I keep in my heart",watch watch wait lie stir listen start tremble shine flower will die may die keep fly veil love hold look see meet hear shine flower will die may die keep,poplar sea eye longing roadway song silence wind bough song love rose hush silver dew rose rose rose summertime road rose rose heart year shadow sky hand sea eye road poplar bygone year song rose song rose hush silver dew rose rose rose summertime road rose rose heart,where never far apart on forever where never far apart,watch poplar Colinette sea blue eye watch longing wait long white roadway lie song stir silence wind bough listen start tremble Tis little song love rose shine Picardy hush silver dew rose flower Picardy rose like rose die summertime road far apart rose die Picardy Tis rose heart year fly forever till shadow veil sky love hold little hand look sea blue eye see road poplar meet bygone year little song rose little song hear rose shine Picardy hush silver dew rose flower Picardy rose like rose die summertime road far apart rose die Picardy Tis rose heart,221,96
