s,songName,artistName,genre,lyrics
29,Circles,['Post Malone'],"['dfw rap', 'melodic rap', 'rap']","
Oh, oh, oh
Oh,  oh, oh
Oh,  oh, oh, oh, oh


We couldn't turn around 'til we were upside down
I'll be the bad guy now, but know I ain't too proud
I  couldn't be there even when I tried
You  don't believe it, we do this every time


Seasons change and our love went cold
Feed  the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm  waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away


Let go, I got a feeling that it's time to let go
I said so, I knew that this was doomed from the get-go
You thought that it was special, special
But it was just the sex though, the sex though
And I still hear the echoes (The echoes)
I got a feeling that it's time to let it go, let it go


Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away


Maybe you don't understand what I'm going through
It's only me, what you got to lose?
Make up your mind, tell me, what are you gonna do?
It's only me, let it go


Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away"
29.75,Roses - Imanbek Remix,"['SAINt JHN', 'Imanbek']","['melodic rap', 'pop rap', 'rap', 'trap']","
Roses
I walked in the corner with the body screaming dolo
Never sold a bag but look like Pablo in a photo
This gon' make 'em feel the way like Tony killed Manolo
You already know though, you already know though
I walk in the corner with the money, on my finger
She might get it popping, I might wife her for the winter
I already know, already know, nigga roses
All I need is roses


Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through it all
Fuck with a nigga raw, this who you wanna be
And I know you won't tell nobody nothing
And I know you won't tell nobody no


Roses
I might pull up flexing on these niggas like aerobics
I might tell her girl you cute but balling, that shit gorgeous
Standing on the table, Rosé, Rosé, fuck the waters
You know who the God is


Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through it all
Fuck with a nigga raw, this who you wanna'-


Roses
I walked in the corner with the body screaming dolo
Never sold a bag but look like Pablo in a photo
This gon' make 'em feel the way like Tony killed Manolo
You already know though, you already know though
I walk in the corner with the money, on my finger
She might get it popping, I might wife her for the winter
I already know, already know, nigga roses
All I need is roses


Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through it all
Fuck with a nigga raw
And I know you won't tell nobody nothing
And I know you won't tell nobody no


Roses
I might pull up flexing on these niggas like aerobics
I might tell her girl you cute but balling, that shit gorgeous
Standing on the table, Rosé, Rosé, fuck the waters
You know who the God is


Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through"
31.5,High Fashion,"['Roddy Ricch', 'Mustard']","['melodic rap', 'rap', 'cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","
Mustard on the beat, ho


Shawty made that ass clap, she don't need no applause
High fashion like Goyard
G-Wagen or the Rover?
I put some ice on you 'cause you got a cold heart
I know I gotta keep my shawty on go, go, go
Drop that ass to the floor-floor, yeah
Ahh, woah
You ain't gotta deal with none of these niggas no more


If we hop in the Benz is that okay?
Is it okay if I call you my Prada bae?
I ain't no player, I just got a lot of baes
But let me tell you, I like you a lot, bae
I wanna start at the top and the bottom, bae
Know you want the shoe with the red at the bottom, bae
You know I like when you ride at the top, bae


She want Chane'-ne' and Dio'-o'
I'm only doin' cash out, I don't need promo
I pull up to the high rise, I'm in the four-four
Inside cocoa
If I got a feeling, I keep it inside my heart
And I keep a Patek, too, 'cause I don't do facades
You see my diamonds even when I'm in the dark
And since you got it, it make you go and do anything you want to


Shawty made that ass clap, she don't need no applause (No applause)
High fashion like Goyard (Like Goyard)
G-Wagen or the Rover? (Skrrt)
I put some ice on you 'cause you got a cold heart (Ooh-ooh)
I know I gotta keep my shawty on go, go, go (Shawty on go, go, yeah)
Drop that ass to the floor-floor, yeah
Ahh, woah
You ain't gotta deal with none of these niggas no more


If we hop in the Benz is that okay?
Is it okay if I call you my Prada bae?
I ain't no player, I just got a lot of baes
But let me tell you, I like you a lot, bae
I wanna start at the top and the bottom, bae
Know you want the shoe with the red at the bottom, bae
You know I like when you ride at the top, bae


If I hit it from the back, she gon' hit the sidewalk
If she got a best friend with her, take her back to my loft
Got her five in the mornin', wildin', wildin'
And her name ain't Megan but she a stallion, stallion
Never keep my hoes divided, 'member I was pullin' up in the valley
And you know I take her soul when she ridin'
Sweater and her sneakers all Kenzo
Shawty know to drop it low like a limbo every time we kick it like Timbo, woah, woah, woah


Shawty made that ass clap, she don't need no applause (Nah, nah)
I put some ice on you 'cause you got a cold heart (Ooh-ooh)
I know I gotta keep my shawty on go, go, go (Yeah)
Drop that ass to the floor-floor, yeah


Shawty made that ass clap, she don't need no applause
High fashion like Goyard
G-Wagen or the Rover?
I put some ice on you 'cause you got a cold heart
I know I gotta keep my shawty on go, go, go
Drop that ass to the floor-floor, yeah
Ahh, woah
You ain't gotta deal with none of these niggas no more


If we hop in the Benz is that okay?
Is it okay if I call you my Prada bae?
I ain't no player, I just got a lot of baes
But let me tell you, I like you a lot, bae
I wanna start at the top and the bottom, bae
Know you want the shoe with the red at the bottom, bae
You know I like when you ride at the top, bae"
33.25,Break My Heart,['Dua Lipa'],"['dance pop', 'pop', 'uk pop']","
I've always been the one to say the first goodbye
Had to love and lose a hundred million times
Had to get it wrong to know just what I like
Now I'm falling
You say my name like I have never heard before
I'm indecisive, but, this time, I know for sure
I hope I'm not the only one that feels it all
Are you falling?


Centre of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
I'm afraid of all the things it could do to me
If I would've known it, baby


I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no, I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?


I wonder, when you go, if I stay on your mind
Two can play that game, but you win me every time
Everyone before you was a waste of time
Yeah, you got me


Centre of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
I'm afraid of all the things it could do to me
If I would've known it, baby


I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home (I would've stayed at home 'cause I–)
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no, I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?


Ooh, break my heart
Ooh, break my heart
Ooh
Am I falling in love with the one that could break my heart?


I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home (I would've stayed at home 'cause I–)
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no (Oh no), I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?"
34.75,Before You Go,['Lewis Capaldi'],"['pop', 'uk pop']","
I fell by the wayside like everyone else
I hate you, I hate you, I hate you but I was just kidding myself
Our every moment, I start to replace
'Cause now that they're gone, all I hear are the words that I needed to say


When you hurt under the surface
Like troubled water running cold
Well, time can heal but this won't


So, before you go
Was there something I could've said
To make your heart beat better?
If only I'd have known you had a storm to weather
So, before you go
Was there something I could've said
To make it all stop hurting?
It kills me how your mind can make you feel so worthless
So, before you go


Was never the right time, whenever you called
Went little by little by little until there was nothing at all
Our every moment, I start to replay
But all I can think about is seeing that look on your face


When you hurt under the surface
Like troubled water running cold
Well, time can heal but this won't


So, before you go
Was there something I could've said
To make your heart beat better?
If only I'd have known you had a storm to weather
So, before you go
Was there something I could've said
To make it all stop hurting?
It kills me how your mind can make you feel so worthless
So, before you go


Would we be better off by now
If I'd have let my walls come down?
Maybe, I guess we'll never know
You know, you know


Before you go
Was there something I could've said
To make your heart beat better?
If only I'd have known you had a storm to weather
So, before you go
Was there something I could've said
To make it all stop hurting?
It kills me how your mind can make you feel so worthless
So, before you go"
35.5,Emotionally Scarred,['Lil Baby'],"['atl hip hop', 'atl trap', 'rap']","
A love letter came through the mail, it said, ""I miss you""
I ripped it up and flushed with the tissue, try to forget you
I ain't got nothing against you, we human, we all got issues
But I'm tired of being tired of being tired
That part of me done died
I see it, then I don't, act like I'm blind
I'm confident it won't be one of mine
I know emotions come with lies, so I tell the truth all the time
Ain't got no sympathy for no bitch
I admit that I'm rich and I'm lit
Jumpin' up on stages, I get two hundred an occasion
Bro had really fucked the game up, we made niggas shut they trap down
They see how I made it, I'm the reason they won't rap now
See me out in traffic, make a hater pull his hat down
The biggest OG's salute me, a stylist can't even style me
The robbers probably wanna get me, I'm hoppin' out Lamborghinis
The youngins turn in my city, they try me, I get it cracking
Some of this still would happen if I never had started rapping
My people them still steady trapping and they still be getting active
I tell 'em to chill, I'm tryna run up these M's
Paid cash and then he post the crib (Nah)
I can't show nobody where my mama live, that's how I 'posed to feel
My niece just asked me were my diamonds real, I said, ""Of course""
I just played the hand that I was dealt, didn't have to force
All around the world they know it's me, they hear my voice
And I done it all in a pair of Diors, yeah


Young age, learned how to get paid (We gon' get the money)
Big stage, long way from Section 8 (Ballin' other countries)
Big wave, he gon' have to get saved (Big old wave)
Ridin' in the foreign, chiefin' on the forest
I know I wasn't there for you, at least I said I'm sorry
You know what it was, I told you that I was heartless
I'm emotionally scarred, that ain't even your fault
But don't listen to them haters tryna fill your ears with salt


All this revenue coming in, I'll probably never spend
I just bought my BM a Benz, now that's another Benz
I just cut off all of my friends and brought my brothers in
I don't see nobody but me, who I'm gon' lose to?
I can't move around without tools, these niggas loose screws
I can see me taking the lead over the new school
They remember me from selling weed at my old school
Only hit it once and now it's old news
Blew up, who the fuck would knew? Paint my Trackhawk Nipsey Blue
If I get one, you get one too, I really move how bosses move
I never call myself a G.O.A.T., I leave that up to the people
Everybody can't go to the top, I had to leave some people
I'ma be forever scheming, woke up, I thought I was dreaming
Watched my lil' boy play with toys, I just dropped a tear of joy
Some shit that I feel for
I been going crazy with that scoring, call me Baby Harden
They say I'll be great, I guess I'm waiting for it


Young age, learned how to get paid (We gon' get the money)
Big stage, long way from Section 8 (Ballin' other countries)
Big wave, he gon' have to get saved (Big old wave)
Ridin' in the foreign, chiefin' on the forest
I know I wasn't there for you, at least I said I'm sorry
You know what it was, I told you that I was heartless
I'm emotionally scarred, that ain't even your fault
But don't listen to them haters tryna fill your ears with salt
Young age, learned how to get paid (We gon' get the money)
Big stage, long way from Section 8 (Ballin' other countries)
Big wave, he gon' have to get saved (Big old wave)
Ridin' in the foreign, chiefin' on the forest
I know I wasn't there for you, at least I said I'm sorry
You know what it was, I told you that I was heartless
I'm emotionally scarred, that ain't even your fault
But don't listen to them haters tryna fill your ears with salt"
36,Savage Love,"['Jawsh 685', 'Jason Derulo']","['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']","
Jason Derulo
Ahh
Savage love
(685, baby)


If I woke up without ya, I don't know what I would do
Thought I could be single forever till' I met you
Usually don't be fallin', be fallin', fallin' first
You got a way of keeping me comin' back to back
I just found out, the only reason that you lovin' me
Was to get back at your ex lover but before you leave
Usually I would never, would never even care
Baby I know she creepin', I feel it in the air


Every night and every day (Every day)
I try to make you stay
But your


Savage love
Did somebody, did somebody break your heart?
Lookin' like an angel, but your savage love
But when you kiss me I know you don't give two fucks
But I still want that


Your savage love
Your savage lo-lo-love
Your savage lo-lo-love
You could use me
'Cause I still want that (Your savage love)


Baby, I hope this ain't karma 'cause I get around
You wanna run it up, I wanna lock it down
Usually don't be fallin', be fallin', fallin' fast
You got a way of making me spend up all my cash


Every night and every day (Every day)
I try to make you stay
But your


Savage love
Did somebody, did somebody break your heart?
Lookin' like an angel, but your savage love
But when you kiss me I know you don't give two fucks
But I still want that


Your savage love
Your savage lo-lo-love (Ohh)
Your savage lo-lo-love
You could use me
'Cause I still want that your savage love


(Ooh la-la-la-la, ooh la-la-la-la)
Your savage lo-lo-love
(Ooh la-la-la-la, ooh la-la-la-la, ooh)
Your savage lo-lo-love
(Ooh la-la-la-la)
You could use me
(Ooh la-la-la-la)
Baby


Savage love (Oh, girl)
Did somebody, did somebody break your heart?
Lookin' like an angel, but your savage love (Savage love)
But when you kiss me I know you don't give two fucks
But I still want that


Your savage love (Savage love)
Your savage lo-lo-love (Ooh, yeah)
Your savage lo-lo-love
Girl you could use me
'Cause I still want that your savage love"
36,The Bigger Picture,['Lil Baby'],"['atl hip hop', 'atl trap', 'rap']","
Protests and growing national outcry continues over the death of George Floyd (Section 8 just straight cooked this motherfucker up)
Last night, people protesting in Minneapolis escalated
As demonstrators were lashed by tear gas and rubber bullets
The main message here, the main message here, the main message here
Is that they want to see those officers involved
They want to see those officers arrested
Officers arrested
(I can't breathe, I can't breathe)


Trade my 4x4 for a G63, ain't no more free Lil Steve
I gave 'em chance and chance and chance again, I even done told them please
I find it crazy the police'll shoot you and know that you dead, but still tell you to freeze
Fucked up, I seen what I seen
I guess that mean hold him down if he say he can't breathe
It's too many mothers that's grieving
They killing us for no reason
Been going on for too long to get even
Throw us in cages like dogs and hyenas
I went to court and they sent me to prison
My mama was crushed when they said I can't leave
First I was drunk, then I sobered up quick
When I heard all that time that they gave to Taleeb
He got a life sentence plus
We just some products of our environment
How the fuck they gon' blame us?
You can't fight fire with fire
I know, but at least we can turn up the flames some
Every colored person ain't dumb and all whites not racist
I be judging by the mind and heart, I ain't really into faces
Fucked up, the way that we livin' is not getting better, you gotta know how to survive
Crazy, I had to tell all of my loved ones to carry a gun when they going outside
Stare in the mirror whenever you drive
Overprotective, go crazy for mine
You gotta pay attention to the signs
Seem like the blind following the blind
Thinking 'bout everything that's going on
I boost security up at my home
I'm with my kind if they right or they wrong
I call him now, he'll pick up the phone
And it's five in the morning, he waking up on it
Tell 'em wherever I'm at, then they comin'
I see blue lights, I get scared and start runnin'
That shit be crazy, they 'posed to protect us
Throw us in handcuffs and arrest us
While they go home at night, that shit messed up
Knowing we needed help, they neglect us
Wondering who gon' make them respect us
I can see in your eye that you fed up
Fuck around, got my shot, I won't let up
They know that we a problem together
They know that we can storm any weather


It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear


Fuck it, I'm goin' on the front line
He gon' bust your ass if you come past that gun line
You know when the storm go away, then the sun shine
You gotta put your head in the game when it's crunch time
I want all my sons to grow up to be monsters
I want all my daughters to show out in public
Seems like we losing our country
But we gotta stand up for something, so this what it comes to
Every video I see on my conscience
I got power, now I gotta say somethin'
Corrupted police been the problem where I'm from
But I'd be lying if I said it was all of them
I ain't do this for the trend, I don't follow them
Altercations with the law, had a lot of them
People speaking for the people, I'm proud of them
Stick together, we can get it up out of them
I can't lie like I don't rap about killing and dope, but I'm telling my youngins to vote
I did what I did 'cause I didn't have no choice or no hope, I was forced to just jump in and go
This bullshit is all that we know, but it's time for a change
Got time to be serious, no time for no games
We ain't takin' no more, let us go from them chains
God bless they souls, every one of them names


It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear


They trainin' officers to kill us, then shootin' protestors with these rubber bullets
They regular people, I know that they feel it
These scars too deep to heal us
What happened to COVID? Nobody remember
It ain't makin' sense, I'm just here to vent
It happen to one of your people, it's different
We get it, the system is wicked, just learn how to pick it
Knowledge is power, I swear I'm a witness, I know that I'm gifted
I won't go too deep 'cause I'm scared they'll get me
Ain't scared to admit it, some shit I can't mention
It's people who can, well, here's the chance
I won't take the stand, but I'll take a stand for what I believe
Must not be breathing the air that I breathe
You know that the way that I bleed, you can bleed
I never been a fan of police
But my neighborhood know I try to keep peace
So it's only right that I get in the streets
March for a reason, not just on GP
Our people died for us to be free
Fuck do you mean? This was a dream
Now we got the power that we need to have
They don't want us with it and that's why they mad, yeah


It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear"
36.33333333,Say So,['Doja Cat'],"['la indie', 'pop']","
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so


It's been a long time since you fell in love
You ain't coming out your shell, you ain't really been yourself
Tell me, what must I do? (Do tell, my love)
'Cause luckily I'm good at reading
I wouldn't bug him, but he won't stop cheesin'
And we can dance all day around it
If you frontin', I'll be bouncing
If you want it, scream it, shout it, babe
Before I leave you dry


Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Yeah)


Let me check my chest, my breath right quick (Ha)
He ain't ever seen it in a dress like this (Ah)
He ain't ever even been impressed like this
Prolly why I got him quiet on the set like zip
Like it, love it, need it, bad
Take it, own it, steal it, fast
Boy, stop playing, grab my ass
Why you actin' like you shy? (Hot)
Shut it, save it, keep it pushin'
Why you beating 'round the bush?
Knowin' you want all this woman
Never knock it 'til you try (Yah, yah)
All of them bitches hating I have you with me
All of my niggas sayin' you mad committed
Realer than anybody you had, and pretty
All of the body-ody, the ass and titties


Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so"
36.5,Breaking Me,"['Topic', 'A7S']","['german dance', 'pop edm', 'tropical house']","
La-la-la-la, la-la-la-la


Call me what you wanna, I'll be what you wanna
I've been here a thousand times, eh-eh
Fallin' for another, I don't even bother
I could do it all my life


So tell me if you wanna 'cause I got this feeling
I wanna hear you say it 'cause I can't believe it
With every touch of you, it's like I've started dreaming
Guess heaven's not that far away


And I'll be singing, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
I'm just right here dancing around to the rhythm
The rhythm that you play when you're breaking my heart
You know that I can't get you out of my system
Yeah, right from the start, you played with my heart
And I'll be singing, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me


You can do whatever, I'll be here forever
Spinning 'round inside this room, eh-eh
Won't you come on over? I'm a sucker for ya
Wishing we'll be out here soon


So tell me if you wanna 'cause I got this feeling
I wanna hear you say it 'cause I can't believe it
With every touch of you, it's like I've started dreaming
Guess heaven's not that far away


And I'll be singing, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
I'm just right here dancing around to the rhythm
The rhythm that you play when you're breaking my heart
You know that I can't get you out of my system
Yeah, right from the start, you played with my heart
And I'll be singing, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me, la-la-la-la, la-la-la-la
You're breaking me"
38,Be Kind,"['Marshmello', 'Halsey']","['brostep', 'pop', 'progressive electro house', 'dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']","
Wanna believe, wanna believe
That you don't have a bad bone in your body
But the bruises on your ego make you go wild, wild, wild, yeah
Wanna believe, wanna believe
That even when you're stone cold, you're sorry
Tell me why you gotta be so outta your mind, yeah


I know you're chokin' on your fears
Already told you I'm right here
I will stay by your side every night


I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah


I know you need, I know you need
The upper hand even when we aren't fighting
'Cause in the past, you had to prepare every time, yeah
Don't wanna leave, don't wanna leave
But if you're gonna fight, then do it for me
I know you're built to love, but broken now, so just try, yeah


I know you're chokin' on your fears
Already told you I'm right here
I will stay by your side every night


I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah


I know it's hard for you, but it's not fair
Going sick in the head, tryna get you there
And I know it's hard for you, but it's not fair
It's not fair


I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah, ah
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah"
38,One Of Them Girls,['Lee Brice'],"['contemporary country', 'country', 'country road', 'modern country rock']","
Are you one of them girls that peels off the Bud Light label? Just might run a pool table?
Roll your eyes if I call you an angel, ain't you one of them girls?
Ask you to dance, you say ""No"" just to see how far I'll go
Your song comes on and your eyes close, that's when I know, yeah
You got your heart on lock down, got a wall I gotta knock down
Kinda wanna do a shot now, come on now


And you're one of them girls that ain't tryna meet nobody
You're just here for the party, if I'm wrong then stop me, yeah
You're one of them girls that ain't handin' out your number
You like to make us want you, you like to make us wonder


If you're one of them girls, 'cause I'm one of them boys
Would trade his whole world, hm, yeah
For one of them girls who likes to act all quiet, sexy, not even tryin'
Yeah, you know I ain't lyin', damn right
You one of them girls, broke every heart in your hometown
On the day you rode out, got 'em all wishin' on stars now


If I find one of them girls that ain't tryna meet nobody
You're just here for the party, if I'm wrong then stop me, yeah
You're one of them girls that ain't handin' out your number
You like to make us want you, you like to make us wonder


If you're one of them girls
Well, I'm one of them boys
Would trade his whole world, hm, yeah
For one of them girls


You're one of them girls
I wanna put my lips on
Hold all night long
Write a little love song


For one of them girls that ain't tryna meet nobody
You're just here for the party, if I'm wrong then stop me, yeah
You're one of them girls that ain't handin' out your number
You like to make us want you, you like to make us wonder


If you're one of them girls
Well, I'm one of them boys
Would trade his whole world, his whole world
For one of them girls


Hmm, one of them girls"
38.25,Ride It,['Regard'],['pop edm'],"
Ride it, we're all alone
Ride  it, just lose control
Ride  it, ride it, come touch my soul
Ride it, ride, let me feel you
Ride it, turn the lights down low
Ride  it, from head to toe
Ride  it, ride it, touch my soul
Ride it, ride, let me feel you


It's  been a month and twenty days
And we're going 'round and 'round, playing silly games
Now you're saying, slow it down, not right now
Then ya wink at me and walk away
Let  it be, let it be, let it be known
Hold on, don't go
Touching and teasing me, telling me no
But this time I need to feel you


Ride it, we're all alone
Ride it, just lose control
Ride it, ride it, come touch my soul
Ride it, ride, let me feel you
Ride it, turn the lights down low
Ride it, from head to toe
Ride it, ride it, touch my soul
Ride it, ride it, let me feel you


Movida was the club on the Saturday
Ya actin' like a diva, sayin' you don't wanna pay
It's gotta be ya feisty style, raised eyebrow
I love it when you look at me that way
Now we're in, you order a mojito at the bar
You re-apply lippy 'cause it came off on the glass
The DJ plays your favorite songs, Kanye's on
Now ya beckoning for me to dance
Mm, pullin' me, pullin' me, pullin' me close
Just close your eyes, girl
Whispering, tellin' me we gotta go
Won't you take me home? I want to ride it


Ride it, we're all alone
Ride it, just lose control
Ride it, ride it, come touch my soul
Ride it, ride it, let me feel you
Ride it, turn the lights down low
Ride it, from head to toe
Ride it, ride it, touch my soul
Ride it, ride it, let me feel you




Won't you take me home? I wanna
Ride it, we're all alone
Ride it, just lose control
Ride it, ride it, come touch my soul
Ride it, ride it, let me feel you
Ride it, turn the lights down low
Ride it, from head to toe
Ride it, ride it, touch my soul
Ride it, ride it, let me feel you"
42.33333333,Adore You,['Harry Styles'],"['pop', 'post-teen pop']","
Walk in your rainbow paradise (Paradise)
Strawberry lipstick state of mind (State of mind)
I get so lost inside your eyes
Would you believe it?


You don't have to say you love me
You don't have to say nothing
You don't have to say you're mine


Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do


You're wonder under summer sky (Summer sky)
Brown skin and lemon over ice
Would you believe it?


You don't have to say you love me
I just wanna tell you somethin'
Lately, you've been on my mind


Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do


It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do


I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do (Ah-ah-ah)
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you
Oh, honey (Ah-ah-ah), oh, honey
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you (It's the only thing I'll ever do)


Ooh, ooh
Oh, honey
Ooh, ooh
Just let me adore you
Like it's the only thing I'll ever do"
