songName,artistName,lyrics
I'm Sorry I Made You Cry,['Connie Francis'],"I'm sorry dear, so sorry dear
I'm sorry I made you cry
Won't you forget, won't you forgive
Don't let us say goodbye
One little word, one little smile
One little kiss won't you try
It breaks my heart to hear you sigh
I'm sorry I made you cry

One little word, one little smile
One little kiss won't you try
It breaks my heart to hear you sigh
I'm sorry I made you cry"
Smiles,"[""Joseph C. Smith's Orchestra""]","Dearie, now I know just what makes me love you so
Just what holds me and enfolds me in its golden glow
Dearie, now I see ?????? smiles so bright and free
For life's sadness turns to gladness when you smile on me

There are smiles that make us happy
There are smiles that make us blue
There are smiles that steal away the teardrops
As the sunbeams steal away the dew

There are smiles that have a tender meaning
That the eyes of love alone may see
And the smiles that fill my life with sunshine
Are the smiles that you give to me

Dearie, when you smile, ev'rything in life's worthwhile
Love grows fonder as we wander down each magic mile
Dearie, melodies seem to float upon the breeze
Doves are cooing while they're wooing in the leafy trees

(Instrumental Break)

There are smiles that have a tender meaning
That the eyes of love alone may see
And the smiles that fill my life with sunshine
Are the smiles that you give to me
You give to me"
The Battle Hymn Of The Republic,"[""United States Army Field Band and Soldiers' Chorus""]","Mine eyes have seen the glory of the coming of the Lord
He is trampling out the vintage where the grapes of wrath are stored
He hath loosed the fateful lightning of His terrible swift sword
His truth is marching on, His truth is marching
Glory, glory, Hallelujah! Glory, glory, Hallelujah!
Glory, glory, Hallelujah! His truth is marching on
I have seen Him in the watch fires of a hundred circling camps
They have builded Him an altar in the evening dews and damps
I can read His righteous sentence by the dim and flaring lamps
His day is marching on
Hallelujah, Hallelujah!
In the beauty of the lilies, Christ was born across the sea
With a glory in His bosom that transfigures you and me
As He died to make men holy, let us live to make men free
While God is marching on
Glory, glory, Hallelujah! Glory, glory, Hallelujah!
Glory, glory, Hallelujah! His truth is marching on!
His truth is marching on! And on and on and on and on and on"
The Darktown Strutters' Ball,['Alberta Hunter'],"I'll be down to get you in a taxi, honey
Better be ready about half past eight
Now honey, don't be late
I want to be there when the band starts playing
Remember when we get there, honey
The two-steps, I'm goin' to have 'em all
Goin' to dance out both my shoes
When they play the ""Jelly Roll Blues""
Tomorrow night at the Darktown Strutters' Ball...[repeat]"
After You've Gone,"['Bing Crosby', 'Turner Layton', 'Henry Creamer']","After you've gone and left me crying
After you've gone, there's no denying
You'll feel blue; you're gonna be sad
You've missed the dearest pal that (slickest partner) you ever had

There'll come a time, don't you forget it
(Yeah) there'll come a time when you're gonna regret it
Some day when you get lonely
Your heart will break like mine (and) you'll want me only

After you've gone (split) after you've gone away (flown the coop)

After we paid our dues together
You should have stayed through all that nasty weather
Someday while you're feeling badly
You'll need the only one that loves you so madly

But I'll be gone; yes, I'll be gone to stay
Yeah, after I've gone after I've gone away"
Somewhere In France Is the Lily (Recorded 1918),['Charles Hart'],"One day as morning shed its glow
Across the eastern sky,
A boy and girl in accents low,
In a garden said ""Goodbye!""
She said, ""Remember as you stray,
When each must do his share,
The flowers blooming here today
Are emblems over there!""
 
Chorus:
Somewhere in France is the Lily,
Close by the English Rose;
A Thistle so keen, and a Shamrock green,
And each loyal flow'r that grows.
Somewhere in France is a sweetheart,
Facing the battle's chance,
For the flow'r of our youth fights for freedom and truth
Somewhere in France.
Each morning in that garden fair,
Where sweetest perfumes dwell,
The lassie whispers low a pray'r
For the flowr's she loves so well.
And over there as night draws near,
Amid the shot and flame,
Unto the flag he holds so dear,
A soldier breathes her name."
Oui Oui Marie (Recorded 1918),['Arthur Fields'],"Poor Johnny's heart went pitty pat, Somewhere in sunny
France He met a girl by chance with ze naughty naughty
Glance, She looked just like a kitty kitty cat, She loved
To dance and play, Tho' he learned no French when he left
The trench, He knew well enough to say:
Wee Wee Marie, will you do zis for me Wee Wee Marie,
Then I'll do zat for you, I love your eyes they make me feel
So spoony, You'll drive me loony, you're teasing me, Why
Can't we parleyvous like other sweethearts do, I want a
Kiss or two from Ma Cherie, Wee Wee Marie, if you'll
Do zis for me Then I'll do zat for you,
Wee Wee Marie.They walked along the boule boulevard, He whispered
""You for me, Some day in gay Paree I will make you
Marry me"", Just then a bunch of bully bully boys,
Threw kisses on the sly, Marie got wise when they rolled
Their eyes, They sang as they passed her by."
"Carolina, I'm Coming Back to You (Victor 18497) [Recorded 1918]","['Henry Burr', 'The Peerless Quartet']","Home is where my heart is still beatin'
I don't know when I'll see her again
I hate to see her cry when I'm leavin'
Now I'm a thousand miles away again
And she feels like Carolina, looks like California
Shining like those New York lights on Broadway
When she looks back I'm behind her
I'll always be there for her
She makes me feel like home's not so far away
She feels like Carolina
It's hard to understand the way I'm living
And I know you think I'm never coming home
But I miss your pretty smile, and I'm coming back in a little while
But I'm a thousand miles away again
And she feels like Carolina, looks like California
Shining like those New York lights on Broadway
When she looks back I'm behind her
I'll always be there for her
She makes me feel like home's not so far away
No matter how far I go, you know I can't stop thinking about her
And there's nothing like the way I feel, the way I feel when I'm beside her
Oh, oh, oh, oh
Oh, oh, oh, oh
She feels like Carolina, looks like California
Shiny like those New York lights on Broadway
When she looks back I'm behind her
I'll always be there for her
She makes me feel like home's not so far away
Carolina, California
Like home's not so far away
She feels like Carolina, looks like California
She makes me feel like home's not so far away
She makes me feel like home's not so far away"
"I May Be Gone For A Long, Long Time",['The Peerless Quartet'],"Goodbye dear,
I'm leaving you today,
Don't cry dear,
Just dry those tears away.
Duty calls and I must obey,
But I'll always hope and pray.
While I'm sailing far across the sea,
Will you always think of me?

I may be gone for a long long time,
Long long time,
Long long time,
But when I go
You will know
That I'll always pine
For the day when you'll be mine.
Be true to me for a long long time,
Rain or shine,
Sweetheart mine,
And I'll be just as true to you
As to the red white and blue,
Though I'm gone for a long long time.

One day dear,
When I come back to you,
We will build
A little home for two.
Then we'll settle down, dear, for life,
Far away from care and strife.
Cheer up dear, and when I'm far away,
Don't forget to write each day.

I may be gone for a long long time,
Long long time,
Long long time.
But when I go
You will know
That I'll always pine
For the day when you'll be mine.
Be true to me for a long long time,
Rain or shine,
Sweetheart mine,
And I'll be just as true to you
As to the red white and blue,
Though I'm gone for a long long time.

I'm gone for a long long time,
Rain or shine,
Sweetheart mine,
And I'll be just as true to you
As to the red white and blue,
Though I'm gone for a long long time."
'N Everything (1917),['Al Jolson'],"I'm as nutty as a squirrel
Cause I got myself a girl
Who's got me dreaming
And scheming all the day long
I want to say she's got um

I could never get a thrill
Out of any girl until
I met this girl for whom I sigh
And it is why

She's got a pair of eyes that speak of love and everything
She's got a - I just can't explain it
She's just my size and everything

She's got some pretty curving lines
A little nose that never sighs
My little cutie
Oh she's a beauty
And for her my poor heart pines

And when we walk along the streets of Marseilles
Pretty baby and everything
And for her hand I've got a wedding band and everything
And if she'll be my, my little wife
We're gonna lead that simple life
And we'll raise a lot of cows and chickens and everything

She's gotta, she's gotta pair of eyes that speak of love and everything

She's gotta - I can't explain it
Oh she's just my size and everything
She's got the curving lines
A little nose that never dies
My little cutie, she is a beauty
And my poor heart pines

And when we walk along the street
She shakes her head and everything
And look, look at her little finger
She's got a ring I've given her and everything

And if she'll be my, my little wife
We're gonna lead the simple life
And we'll raise a lot of cows and chickens and stuff
And everything"
In the Land O' Yamo Yamo,['Van & Schenck'],"There's a place that you never can trace in Geography, 
come on with me, come on and see, 
if you haven't been there I'm sure you'll declare 
that you ought to be it's so much like old Napoli.

Wine and song are flowing along like a melody, 
in Napoli, come on with me, 
the girls are fair and everything there is in harmony
It's the one place on Earth to be.

In the land o' Yamo, Yamo, Funiculi, Funiculi, Funicula
Lights are blinking, while you're drinking, 
it's the place where the goodfellows are, 
Good bye to all your sorrows, you never hear them talk about war, 
in the land of Yamo, Yamo, Funiculi, Funiculi, Funicula."
Whispering Hope,['Olive Kline'],"Soft as the voice of an angel
Breathing a lesson unheard
Hope with a gentle persuasion
Whispers her comforting word
Wait 'til the darkness is over
Wait 'til the tempest is done
Hope for the sunshine tomorrow
After the darkness is gone
Whispering hope (whispering hope, whispering hope)
Oh, how welcome Thy voice (welcome Thy voice, oh, how welcome Thy voice)
Making my heart (making my heart, making my heart)
In its sorrow rejoice (in its sorrow rejoice)
If in the dusk of the twilight
Dim be the region afar
Will not the deepening darkness
Brighten the glimmering star
Then when the night is upon us (ooh)
Why should the heart sink away?
When the dark midnight is over
Watch for the breaking of day
Whispering hope (whispering hope, whispering hope)
Oh, how welcome Thy voice (welcome Thy voice, oh, how welcome Thy voice)
Making my heart (making my heart, making my heart)
In its sorrow rejoice (in its sorrow rejoice)"
Are You Lonesome Tonight?,['Henry Burr'],"Are you lonesome tonight,
Do you miss me tonight?
Are you sorry we drifted apart?
Does your memory stray to a brighter sunny day
When I kissed you and called you sweetheart?
Do the chairs in your parlor seem empty and bare?
Do you gaze at your doorstep and picture me there?
Is your heart filled with pain, shall I come back again?
Tell me dear, are you lonesome tonight?
I wonder if you're lonesome tonight
You know someone said that the world's a stage
And each must play a part.
Fate had me playing in love you as my sweet heart.
Act one was when we met, I loved you at first glance
You read your line so cleverly and never missed a cue
Then came act two, you seemed to change and you acted strange
And why I'll never know.
Honey, you lied when you said you loved me
And I had no cause to doubt you.
But I'd rather go on hearing your lies
Than go on living without you.
Now the stage is bare and I'm standing there
With emptiness all around
And if you won't come back to me
Then make them bring the curtain down.
Is your heart filled with pain, shall I come back again?
Tell me dear, are you lonesome tonight?"
It's A Long Way To Tipperary,['John McCormack'],"Up to mighty London came
An Irish man one day
All the streets were paved with gold
So everyone was gay!
Singing songs of Piccadilly
Strand, and Leicester Square
'Til Paddy got excited and
He shouted to them there:
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square!
It's a long long way to Tipperary
But my heart's right there.
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square!
It's a long long way to Tipperary
But my heart's right there.
Paddy wrote a letter
To his Irish Molly O'
Saying, ""Should you not receive it
Write and let me know!
If I make mistakes in ""spelling""
Molly dear"", said he
""Remember it's the pen, that's bad
Don't lay the blame on me"".
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square
It's a long long way to Tipperary
But my heart's right there.
It's a long way to Tipperary
It's a long way to go.
It's a long way to Tipperary
To the sweetest girl I know!
Goodbye Piccadilly
Farewell Leicester Square
It's a long long way to Tipperary
But my heart's right there."
"If He Can Fight Like He Can Love, Good Night Germany",['Most Happy Fellows'],"VERSE 1
Little Mary’s beau, said “I’ve got to go,
I must fight for Uncle Sam”
Standing in the crowd
Mary called aloud “Fare thee well my lovin’ man”
All the girls said “Ain’t he nice and tall,”
Mary answered “yes, and that’s not all.”

CHORUS 1
“If he can fight like he can love,
Oh, what a soldier boy he’ll be!
If he’s just half as good in a trench
As he was in the park on a bench.
Then ev’ry Hun, had better run
And find a great big linden tree,
I know he’ll be a Hero ”over there”
‘Cause he’s a bear in any Morris chair
And if he fights like he can love
Why, then it’s good night Germany!”
“If he can y!”

VERSE 2
Ev’ry single day, all the papers say,
Mary’s beau is oh, so brave
With his little gun, chasing ev’ry Hun
He has taught them to behave\
Little Mary proudly shakes her head,
And says “Do you remember when I said?”

CHORUS 2
“If he can fight like he can love,
Oh, what a soldier boy he’ll be!
If he’s just half as good in a trench
As he was in the park on a bench.
Then ev’ry Hun, had better run
And find a great big linden tree,
I never saw him in a real good scrap
But you’re goner when you’re in his lap
And if he fights like he can love
Why, then it’s good night Germany!”
“If he can y!”"
Love's Garden of Roses (Recorded 1918),['John McCormack'],"(Chorus) The sun and the rain fell from up above 
And landed on the earth below
In my garden of love

Now there’s a rose for the way my spirits rose when we met
A forget-me-not to remind me to remember not to forget
A pine tree for the way I pined over you
And an ash for the day I ashed you to be true

(Chorus) And the sun.

Now there’s a palm tree that we planted when we had our first date
A turnip for the way you always used to turnip late
Your mother and your cousin, Chris, they often used to come
So, in their honour, I have raised a nice chris-an’-the-mum

(Chorus) And the sun.

Now there’s a beetroot for the day you said that you’d beetroot to me
A sweet pea for the sweet way you always smiled at me
But you had friends who needed you 
There was Ferdy, there was Liza
So, just for them, I put down a load of ferdy-liza

(Chorus) And the sun.

But Gus the gardener’s left now and you went with him, too
The fungus there reminds me of the fun Gus is having with you
Now the rockery’s a mockery, with weeds it’s overgrown
The fuchsia’s gone, I couldn’t face the fuchsia all alone

And my tears fell like raindrops from the sky above
And poisoned all the flowers in my garden of love"
They Were All Out of Step But Jim,['Chiefs of Staff'],"[Verse 1]
Jimmy's mother went to see her son
Marching along on parade
In his uniform and with his gun
What a lovely picture he made
She came home that evening
Filled up with delight
And to all the neighbors
She would yell with all her might

[Chorus]
""Did you see my little Jimmy marching
With the soldiers up the avenue?
There was Jimmy just as stiff as starch
Just like his father on the seventeenth o' March
Did you notice all the lovely ladies
Casting their eyes at him?
Away he went
To live in a tent
Over in France with his regiment
Were you there, and tell me, did you notice?
They were all out of step but Jim""

[Verse 2]
That night little Jimmy's father stood
Buying the drinks for the crowd
You could tell that he was feeling good
He was talking terribly loud
Twenty times he treated
My, but he was dry
When his glass was empty
He would treat again and cry

[Chorus]
""Did you see me little Jimmy marching
With the soldiers up the avenue?
There was Jimmy just as stiff as starch
Like his father on the seventeenth o' March
Did you notice all the lovely ladies
A-casting their eyes at him?
Sure it made me glad
To gaze at the lad
And Lord help the Kaiser if he's like his dad
Were you there, oh you were, well did you notice?
They were all out of step but Jim"""
The Daughter Of Rosie O'Grady,['Ian Whitcomb'],"Just down around the corner
of the street where I reside,
There lives the cutest little girl
that I have ever spied;
Her name is Rose O'Grady and,
I don't mind telling you,
That she's the sweetest little Rose
the garden ever grew.

Sweet Rosie O'Grady,
My dear little Rose,
She's my steady lady,
Most ev'ryone knows.
And, when we are married,
How happy we'll be;
I love sweet Rosie O'Grady,
And Rosie O'Grady loves me.

I never shall forget the day
she promised to be mine,
As we sat telling love tales
in the golden summer time.
'Twas on her finger that I placed
a small engagement ring,
While in the trees, the little birds
this song they seemed to sing!

Sweet Rosie O'Grady,
My dear little Rose,
She's my steady lady,
Most ev'ryone knows.
And, when we are married,
How happy we'll be;
I love sweet Rosie O'Grady,
And Rosie O'Grady loves me."
My Buddy,['Henry Burr'],"Nights are long since you went away,
I think about you all through the day,
My buddy, my buddy, no buddy quite so true.
Miss your voice, the touch of your hand,
Just long to know that you understand,
My buddy, my buddy, your buddy misses you
Miss your voice, the touch of your hand,
Just long to know that you understand,
My buddy, my buddy, your buddy misses you"
Hindustan,"[""Joseph C. Smith's Orchestra""]","Camel trappings jingle, harp strings tingle
With a sweet voice mingle, underneath the stars
Singing, memories are bringing
Temple bells are ringing, calling me afar


Hindustan, my Hindustan, where we stopped to rest our tired caravan
Hindustan, my Hindustan, where the painted peacock proudly spreads his fan
Hindustan, my Hindustan, where the purple sunbird flashed across the sand
Hindustan, my Hindustan, where I met her and the world began


Shades of night are falling, nightingales are calling
Every heart enthralling, underneath the stars
Sighing, like the night wind dying
Soft my heart is crying for my love afar


Hindustan, my Hindustan, where we stopped to rest our tired caravan
Hindustan, my Hindustan, where the painted peacock proudly spreads his fan
Hindustan, my Hindustan, where the purple sunbird flashed across the sand
Hindustan, my Hindustan, where I met her and the world began"
God Be With Our Boys To-Night,"['Jon English, Rob Carriker, Marlborough Singers & Marlborough Chamber Players']","Brave eyes that looked so tenderly,
Where are you now today?
Sad was our heart at break of dawn,
After you went away.
Loud sang the lark o’er fields of gold,
High in the heavens above;
Winter alone within our hearts,
Calling for you we love.

Chorus:
O waiting heart, I dare not tell
How dark and long the lane!
Only I pray that God will bring
Our dear ones back again
Safe to a home of peace and light
Across the furthest sea;
May God be with our boys tonight,
Wherever they may be.

Brave ones who answered your country’s call,
How could we let you go
Out of the sunshine of our souls,
Save that we love you so?
There is a place within our hearts
No one on earth may fill;
Someday at last you’ll come back to us,
Watching and longing still!"
Everybody's Crazy 'Bout The Doggone Blues,['Mark Murphy'],"Lyrics:

1. Blues ain’t nothin’ but the
Easy goin’ heart disease
Brother stop your moanin’
Blues can’t make you warmer
If you’re bound to freeze
Sister stop your groanin’
Why don’t you rise and shine
Take dem blues right off your mind
‘Cause the blues ain’t nothin’
But the easy goin’ heart disease
That’s all! Lawd!

Chorus:
Everybody’s crazy ’bout the doggone blues
But I’m happy, (whew) yes happy, (whew)
Everybody’s crazy, but if I must choose
No doggone blues for mine
I gets aplenty to eat, I never worry
Shoes on my feet, don’t have to hurry
I’m not afraid, my rent is paid
And I can sleep at ninety-four in the shade
Everybody’s singing lotta bad old news
But I’m happy, (whew) yes happy, (whew)
Life’s too doggone short to weep and whine
Dem home sickness blues, Lawd! take ’em away
Every body’s crazy ’bout the doggone blues
But I’m happy all of the time, (whew)

2. You all know how Mister Jonah
Got into that whale
Fell into the ocean
There’s one man that should have
Sung the blues but failed
Never had the notion
Old Jonah knew dem whales
‘Stead of blues he ragged the scales
Then the whale got gay and let
Old Jonah slip right out of jail
No lie! Lawd!"
Where the Morning Glories Grow,['Dear Nora'],"I remember, I remember
The place where I was born
Where the morning glories twine
Around the door at early morn

I've forgotten, I've forgotten
How long I've been away
But I'd like to wander back again
Down the lane to yesterday

I want to wake up in the morning
Where the morning glories grow
Where the sun comes peeping in
Where I'm sleeping and the songbirds say, ""Hello""

I long to wander in the wild wood
Where the rippling waters flow
And go drifting back to childhood
Where the morning glories grow

I remember, I remember
The schoolhouse on the hill
And I wonder if the tiny folks
Are climbing up there still

I can picture, I can picture
The dear old swimming pool
And the happy days that I spent there
When I should have been in school

I want to wake up in the morning
Where the morning glories grow
Where the sun comes peeping in
Where I'm sleeping and the songbirds say, ""Hello""

I long to wander in the wild wood
Where the rippling waters flow
And go drifting back to childhood
Where the morning glories grow"
The Old Grey Mare,['Albert White And His Gaslight Orchestra'],"Oh the old grey mare
She ain't what she used to be
Ain't what she used to be
Ain't what she used to be
The old grey mare
She ain't what she used to be
Many long years ago
Many long years ago
Many long years ago
Oh the old grey mare
She ain't what she used to be
Many long years ago

Oh the old grey mare
She ain't what she used to be
Ain't what she used to be
Ain't what she used to be
The old grey mare
She ain't what she used to be
Many long years ago
Many long years ago
Many long years ago
Oh the old grey mare
She ain't what she used to be
Many long years ago"
Roses Of Picardy,['Alfie Boe'],"She is watching by the poplars
Colinette with the sea-blue eyes
She is watching and longing, and waiting
Where the long white roadway lies
And a song stirs in the silence
As the wind in the boughs above
She listens and starts and trembles
'Tis the first little song of love

Roses are shining in Picardy
In the hush of the silver dew
Roses are flowering in Picardy
But there's never a rose like you!
And the roses will die with the summertime
And our roads may be far apart
But there's one rose that dies not in Picardy
'Tis the rose that I keep in my heart

And the years fly on forever
Till the shadows veil their skies
But he loves to hold her little hands
And look into her sea-blue eyes
And she sees the road by the poplars
Where they met in the bygone years
For the first little song of the roses
Is the last little song she hears:

Roses are shining in Picardy
In the hush of the silver dew
Roses are flowering in Picardy
But there's never a rose like you!
And the roses will die with the summertime
And our roads may be far apart
But there's one rose that dies not in Picardy
'Tis the rose that I keep in my heart"
